1227.131,0.002929688,0.8828125,-0.3066406,-1.34375,-1.84375,-1.46875,-0.2070313,0.1982422,0.8886719,-1.65625,-1.59375,-0.125,0.4980469,1.300781,-0.04785156,4.375,2.78125,-0.625,117.6459,244.0318,155.3127,175.603,261.6804,98.79624
1227.134,0.002929688,0.8828125,-0.3066406,-1.34375,-1.84375,-1.46875,-0.2070313,0.1982422,0.8886719,-1.65625,-1.59375,-0.125,0.4980469,1.300781,-0.04785156,4.375,2.78125,-0.625,117.6459,244.0318,155.3127,175.603,261.6804,98.79624
1227.162,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.2070313,0.1982422,0.8886719,-1.65625,-1.59375,-0.125,0.4980469,1.300781,-0.04785156,4.375,2.78125,-0.625,117.6459,244.0318,155.3127,175.7709,261.1614,98.91198
1227.195,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1865234,0.2910156,0.9033203,0.90625,3.40625,0.59375,0.4980469,1.300781,-0.04785156,4.375,2.78125,-0.625,117.6459,244.0318,155.3127,175.7709,261.1614,98.91198
1227.228,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1865234,0.2910156,0.9033203,0.90625,3.40625,0.59375,0.2851563,1.168945,0.05566406,4.0625,3.78125,-1.53125,117.6459,244.0318,155.3127,175.4117,259.54,99.26167
1227.262,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1865234,0.2910156,0.9033203,0.90625,3.40625,0.59375,0.2851563,1.168945,0.05566406,4.0625,3.78125,-1.53125,117.6459,244.0318,155.3127,175.4117,259.54,99.26167
1227.295,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1865234,0.2910156,0.9033203,0.90625,3.40625,0.59375,0.2851563,1.168945,0.05566406,4.0625,3.78125,-1.53125,117.1884,243.0325,155.3481,175.4117,259.54,99.26167
1227.328,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1396484,0.2734375,0.734375,-0.5625,1.9375,2.65625,0.1689453,1.144531,-0.1054688,7.5,0.65625,-0.4375,117.1884,243.0325,155.3481,175.4117,259.54,99.26167
1227.362,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1396484,0.2734375,0.734375,-0.5625,1.9375,2.65625,0.1689453,1.144531,-0.1054688,7.5,0.65625,-0.4375,117.1884,243.0325,155.3481,174.6333,259.0934,99.30881
1227.396,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1396484,0.2734375,0.734375,-0.5625,1.9375,2.65625,0.1689453,1.144531,-0.1054688,7.5,0.65625,-0.4375,117.1884,243.0325,155.3481,174.6333,259.0934,99.30881
1227.428,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1396484,0.2734375,0.734375,-0.5625,1.9375,2.65625,0.1298828,1.391602,-0.06835938,16.15625,-4.65625,5.125,117.1884,243.0325,155.3481,174.9789,254.6706,100.2867
1227.462,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1396484,0.2734375,0.734375,-0.5625,1.9375,2.65625,0.1298828,1.391602,-0.06835938,16.15625,-4.65625,5.125,117.1884,243.0325,155.3481,174.9789,254.6706,100.2867
1227.495,0.08789063,0.9033203,-0.3173828,-2.40625,0.21875,-1.71875,-0.1855469,0.2714844,0.8427734,1.15625,-1.53125,-0.5625,0.1298828,1.391602,-0.06835938,16.15625,-4.65625,5.125,117.1884,243.0325,155.3481,174.9789,254.6706,100.2867
1227.528,0.1025391,0.9101563,-0.2568359,-1.25,-0.8125,-0.1875,-0.1855469,0.2714844,0.8427734,1.15625,-1.53125,-0.5625,0.1962891,1.302734,-0.2177734,-2.625,0.59375,0.65625,117.1884,243.0325,155.3481,174.9063,255.995,99.9842
1227.562,0.1025391,0.9101563,-0.2568359,-1.25,-0.8125,-0.1875,-0.1855469,0.2714844,0.8427734,1.15625,-1.53125,-0.5625,0.1962891,1.302734,-0.2177734,-2.625,0.59375,0.65625,116.9009,241.9014,155.507,174.9063,255.995,99.9842
