timestamp,Quadrilx,Quadrily,Quadrilz,Joelhox,Joelhoy,Joelhoz
0.0,146.9494,278.4002,127.0876,144.2986,113.9988,123.5722
0.0334,146.9494,278.4002,127.0876,144.2986,113.9988,123.5722
0.0668,146.9449,277.7802,127.3887,144.2986,113.9988,123.5722
0.1002,146.9449,277.7802,127.3887,144.4738,114.5139,124.2474
0.1336,146.6988,277.4046,127.3892,144.5396,114.6711,124.4612
0.16699999999999998,146.6988,277.4046,127.3892,144.5396,114.6711,124.4612
0.2004,146.6988,277.4046,127.3892,144.2548,114.8097,124.3172
0.2338,146.6988,277.4046,127.3892,144.2548,114.8097,124.3172
0.2672,146.6988,277.4046,127.3892,144.2548,114.8097,124.3172
0.3006,146.6988,277.4046,127.3892,144.1631,114.9127,124.3493
0.33399999999999996,146.6988,277.4046,127.3892,144.1631,114.9127,124.3493
0.3674,146.6988,277.4046,127.3892,144.1631,114.9127,124.3493
0.4008,146.6988,277.4046,127.3892,143.8656,115.1713,124.2386
0.4342,146.1691,277.0858,127.2808,143.8656,115.1713,124.2386
0.4676,146.1691,277.0858,127.2808,143.8656,115.1713,124.2386
0.501,146.1691,277.0858,127.2808,143.8656,115.1713,124.2386
0.5344,146.1691,277.0858,127.2808,143.1857,115.3144,123.8199
0.5678,146.1691,277.0858,127.2808,143.1857,115.3144,123.8199
0.6012,146.1691,277.0858,127.2808,143.4883,115.06,123.6787
0.6345999999999999,146.3365,277.054,127.5616,143.4883,115.06,123.6787
0.6679999999999999,146.3365,277.054,127.5616,143.79,116.5189,123.7091
0.7014,146.3365,277.054,127.5616,143.79,116.5189,123.7091
0.7348,145.5353,278.0259,128.3654,143.79,116.5189,123.7091
0.7682,145.5353,278.0259,128.3654,142.8483,115.3504,123.7783
0.8016,145.5353,278.0259,128.3654,142.8483,115.3504,123.7783
0.835,145.5353,278.0259,128.3654,142.8483,115.3504,123.7783
0.8684,145.5353,278.0259,128.3654,143.2898,115.5912,124.0632
0.9017999999999999,145.5353,278.0259,128.3654,143.2898,115.5912,124.0632
0.9352,145.5353,278.0259,128.3654,143.2898,115.5912,124.0632
0.9686,145.3129,278.4405,128.2158,143.2898,115.5912,124.0632
1.002,145.3129,278.4405,128.2158,143.2833,114.8464,123.4619
1.0353999999999999,145.3129,278.4405,128.2158,143.2833,114.8464,123.4619
1.0688,145.5886,278.5564,128.3507,143.328,115.0606,123.706
1.1022,145.5886,278.5564,128.3507,143.328,115.0606,123.706
1.1356,145.5886,278.5564,128.3507,143.1444,115.3634,123.8343
1.169,145.5886,278.5564,128.3507,143.1444,115.3634,123.8343
1.2024,145.5886,278.5564,128.3507,143.1444,115.3634,123.8343
1.2358,145.5886,278.5564,128.3507,143.1444,115.3634,123.8343
1.2691999999999999,145.5886,278.5564,128.3507,143.1514,115.2297,123.7063
1.3026,145.5886,278.5564,128.3507,143.1514,115.2297,123.7063
1.3359999999999999,145.5886,278.5564,128.3507,143.1514,115.2297,123.7063
1.3694,145.6538,278.6249,128.2689,143.2333,115.2882,123.7959
1.4028,145.6538,278.6249,128.2689,143.2333,115.2882,123.7959
1.4362,145.6538,278.6249,128.2689,143.2333,115.2882,123.7959
1.4696,145.6538,278.6249,128.2689,143.7552,114.9307,123.6552
1.503,145.6538,278.6249,128.2689,143.7552,114.9307,123.6552
1.5364,145.6538,278.6249,128.2689,143.7552,114.9307,123.6552
1.5697999999999999,145.6538,278.6249,128.2689,143.2819,113.5646,123.943
1.6032,146.739,277.7773,127.574,143.2819,113.5646,123.943
1.6366,146.739,277.7773,127.574,144.5698,114.4276,123.7315
1.67,146.739,277.7773,127.574,144.5698,114.4276,123.7315
1.7034,147.1225,277.5182,127.7791,144.5698,114.4276,123.7315
1.7368,147.1225,277.5182,127.7791,144.8585,114.6306,124.2651
1.7702,146.9299,277.225,127.8619,144.8585,114.6306,124.2651
1.8035999999999999,146.9299,277.225,127.8619,144.8585,114.6306,124.2651
1.837,146.9299,277.225,127.8619,144.7759,114.7614,124.0973
1.8704,146.9299,277.225,127.8619,144.7759,114.7614,124.0973
1.9038,146.9299,277.225,127.8619,144.7759,114.7614,124.0973
1.9372,146.9299,277.225,127.8619,144.7759,114.7614,124.0973
1.9706,146.9597,277.1922,128.2109,144.8489,114.7143,124.4472
2.004,146.9597,277.1922,128.2109,144.8489,114.7143,124.4472
2.0374,146.9597,277.1922,128.2109,144.796,114.633,124.3202
2.0707999999999998,146.9597,277.1922,128.2109,144.796,114.633,124.3202
2.1042,146.9597,277.1922,128.2109,144.796,114.633,124.3202
2.1376,146.9597,277.1922,128.2109,144.6048,114.6061,124.1225
2.171,146.9597,277.1922,128.2109,144.6048,114.6061,124.1225
2.2044,146.9597,277.1922,128.2109,144.6048,114.6061,124.1225
2.2378,146.9597,277.1922,128.2109,144.4157,114.6254,123.9234
