timestamp,Quadrilx,Quadrily,Quadrilz,Joelhox,Joelhoy,Joelhoz
0.0,157.2349,210.8923,109.1871,226.3506,253.1396,101.8497
0.0334,157.2349,210.8923,109.1871,226.3506,253.1396,101.8497
0.0668,157.2349,210.8923,109.1871,226.3506,253.1396,101.8497
0.1002,158.1242,212.4694,109.5206,226.7847,252.0546,102.72
0.1336,158.1242,212.4694,109.5206,226.7847,252.0546,102.72
0.16699999999999998,158.1242,212.4694,109.5206,226.7847,252.0546,102.72
0.2004,158.1242,212.4694,109.5206,226.5491,252.4267,102.6349
0.2338,158.1242,212.4694,109.5206,226.5491,252.4267,102.6349
0.2672,158.1242,212.4694,109.5206,226.5491,252.4267,102.6349
0.3006,158.1242,212.4694,109.5206,226.9962,252.7521,102.3945
0.33399999999999996,158.1242,212.4694,109.5206,226.9962,252.7521,102.3945
0.3674,158.1242,212.4694,109.5206,226.9962,252.7521,102.3945
0.4008,157.9019,210.2348,110.7981,225.8864,251.9141,103.4354
0.4342,157.9019,210.2348,110.7981,225.8864,251.9141,103.4354
0.4676,157.9019,210.2348,110.7981,225.8864,251.9141,103.4354
0.501,157.9019,210.2348,110.7981,226.0672,251.3496,103.7622
0.5344,157.9019,210.2348,110.7981,226.0672,251.3496,103.7622
0.5678,157.9019,210.2348,110.7981,226.0672,251.3496,103.7622
0.6012,157.9019,210.2348,110.7981,226.6198,250.9581,103.9307
0.6345999999999999,157.9019,210.2348,110.7981,226.6198,250.9581,103.9307
0.6679999999999999,157.9019,210.2348,110.7981,226.6198,250.9581,103.9307
0.7014,157.8989,211.7122,110.6375,226.6569,250.6355,103.9003
0.7348,157.8989,211.7122,110.6375,226.6569,250.6355,103.9003
0.7682,157.8989,211.7122,110.6375,226.6569,250.6355,103.9003
0.8016,157.8989,211.7122,110.6375,226.7128,250.269,104.1293
0.835,157.8989,211.7122,110.6375,226.7128,250.269,104.1293
0.8684,157.8989,211.7122,110.6375,226.7128,250.269,104.1293
0.9017999999999999,157.8989,211.7122,110.6375,226.7973,250.2972,104.0748
0.9352,157.8989,211.7122,110.6375,226.7973,250.2972,104.0748
0.9686,157.2472,210.7482,110.6256,225.8992,250.9646,103.5725
1.002,157.2472,210.7482,110.6256,225.8992,250.9646,103.5725
