1516.002,-0.03222656,0.9677734,-0.1621094,11.15625,3.09375,4.5625,-0.3115234,0.4013672,0.8466797,0.28125,-0.25,-0.6875,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,131.6766,283.0572,264.6223,219.5107,316.9044,113.2661,0.0
1516.035,-0.03222656,0.9677734,-0.1621094,11.15625,3.09375,4.5625,-0.3115234,0.4013672,0.8466797,0.28125,-0.25,-0.6875,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.9778,278.6195,263.2088,219.5107,316.9044,113.2661,0.03333333333333333
1516.068,-0.03222656,0.9677734,-0.1621094,11.15625,3.09375,4.5625,-0.3115234,0.4013672,0.8466797,0.28125,-0.25,-0.6875,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.9778,278.6195,263.2088,219.5107,316.9044,113.2661,0.06666666666666667
1516.102,-0.09375,0.9179688,-0.296875,-1.53125,-0.3125,6.15625,-0.3251953,0.3759766,0.8007813,-0.125,1.21875,-0.6875,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.1
1516.135,-0.09375,0.9179688,-0.296875,-1.53125,-0.3125,6.15625,-0.3251953,0.3759766,0.8007813,-0.125,1.21875,-0.6875,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.13333333333333333
1516.168,-0.09375,0.9179688,-0.296875,-1.53125,-0.3125,6.15625,-0.3251953,0.3759766,0.8007813,-0.125,1.21875,-0.6875,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.16666666666666666
1516.203,0.1347656,0.9677734,-0.3857422,-2.28125,-0.25,3.28125,-0.3662109,0.3623047,0.7851563,-0.9375,-0.8125,-1.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.2
1516.235,0.1347656,0.9677734,-0.3857422,-2.28125,-0.25,3.28125,-0.3662109,0.3623047,0.7851563,-0.9375,-0.8125,-1.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.23333333333333334
1516.267,0.1347656,0.9677734,-0.3857422,-2.28125,-0.25,3.28125,-0.3662109,0.3623047,0.7851563,-0.9375,-0.8125,-1.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.26666666666666666
1516.301,0.1347656,0.9677734,-0.3857422,-2.28125,-0.25,3.28125,-0.3662109,0.3623047,0.7851563,-0.9375,-0.8125,-1.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.3
1516.334,0.1347656,0.9677734,-0.3857422,-2.28125,-0.25,3.28125,-0.3662109,0.3623047,0.7851563,-0.9375,-0.8125,-1.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.3333333333333333
1516.368,0.1347656,0.9677734,-0.3857422,-2.28125,-0.25,3.28125,-0.3662109,0.3623047,0.7851563,-0.9375,-0.8125,-1.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.36666666666666664
1516.401,0.1347656,0.9677734,-0.3857422,-2.28125,-0.25,3.28125,-0.3662109,0.3623047,0.7851563,-0.9375,-0.8125,-1.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.879,278.7604,263.1512,219.5107,316.9044,113.2661,0.4
1516.435,0.1347656,0.9677734,-0.3857422,-2.28125,-0.25,3.28125,-0.3730469,0.421875,0.8662109,-0.4375,-0.9375,-1.59375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.162,277.8802,262.4237,219.5107,316.9044,113.2661,0.43333333333333335
1516.468,-0.05273438,0.9882813,-0.1943359,-5.875,2.1875,-0.5625,-0.3730469,0.421875,0.8662109,-0.4375,-0.9375,-1.59375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.162,277.8802,262.4237,219.5107,316.9044,113.2661,0.4666666666666667
1516.502,-0.05273438,0.9882813,-0.1943359,-5.875,2.1875,-0.5625,-0.3730469,0.421875,0.8662109,-0.4375,-0.9375,-1.59375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.162,277.8802,262.4237,219.5107,316.9044,113.2661,0.5
1516.55,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.3056641,0.4355469,0.8222656,0.59375,0.09375,-1.0,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.162,277.8802,262.4237,219.5107,316.9044,113.2661,0.5333333333333333
1516.567,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.3056641,0.4355469,0.8222656,0.59375,0.09375,-1.0,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,128.162,277.8802,262.4237,219.5107,316.9044,113.2661,0.5666666666666667
1516.601,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.3056641,0.4355469,0.8222656,0.59375,0.09375,-1.0,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.5345,280.1247,263.2316,219.5107,316.9044,113.2661,0.6
1516.634,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.3056641,0.4355469,0.8222656,0.59375,0.09375,-1.0,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.5345,280.1247,263.2316,219.5107,316.9044,113.2661,0.6333333333333333
1516.667,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.3056641,0.4355469,0.8222656,0.59375,0.09375,-1.0,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.5345,280.1247,263.2316,219.5107,316.9044,113.2661,0.6666666666666666
1516.702,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.3056641,0.4355469,0.8222656,0.59375,0.09375,-1.0,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.5345,280.1247,263.2316,219.5107,316.9044,113.2661,0.7
1516.734,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.2216797,0.4482422,0.8144531,0.0,1.09375,0.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.8554,281.1805,263.6063,219.5107,316.9044,113.2661,0.7333333333333333
1516.767,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.2216797,0.4482422,0.8144531,0.0,1.09375,0.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.8554,281.1805,263.6063,219.5107,316.9044,113.2661,0.7666666666666667
1516.801,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.2216797,0.4482422,0.8144531,0.0,1.09375,0.34375,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.8554,281.1805,263.6063,219.5107,316.9044,113.2661,0.8
1516.834,0.1533203,1.007813,-0.2626953,-8.5,3.21875,-2.03125,-0.2695313,0.4052734,0.9072266,-0.125,-1.96875,-2.53125,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.8554,281.1805,263.6063,219.5107,316.9044,113.2661,0.8333333333333334
1516.867,-0.04980469,0.9765625,-0.1015625,-3.75,0.65625,-1.0,-0.2695313,0.4052734,0.9072266,-0.125,-1.96875,-2.53125,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.8554,281.1805,263.6063,219.5107,316.9044,113.2661,0.8666666666666667
1516.902,-0.04980469,0.9765625,-0.1015625,-3.75,0.65625,-1.0,-0.2695313,0.4052734,0.9072266,-0.125,-1.96875,-2.53125,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,129.8554,281.1805,263.6063,219.5107,316.9044,113.2661,0.9
1516.935,-0.001953125,1.015625,-0.1689453,-5.375,-0.8125,-1.84375,-0.2695313,0.4052734,0.9072266,-0.125,-1.96875,-2.53125,-0.1728516,0.75,0.2285156,128.3438,37.65625,-47.8125,131.0491,282.743,264.106,219.5107,316.9044,113.2661,0.9333333333333333
