timestamp,voluntario1_003,voluntario1_004,voluntario1_005,voluntario1_006,voluntario1_007,voluntario1_008,voluntario1_009,voluntario1_010,voluntario2_001,voluntario2_002,voluntario2_003,voluntario2_004,voluntario2_005,voluntario2_006,voluntario2_007,voluntario2_008,voluntario2_009,voluntario2_010,voluntario2_011,voluntario3_001,voluntario3_002,voluntario3_003,voluntario3_004,voluntario3_005,voluntario3_006,voluntario3_007,voluntario3_008,voluntario3_009,voluntario3_010,voluntario3_011,voluntario4_001,voluntario4_002,voluntario4_003,voluntario4_004,voluntario4_005,voluntario4_006,voluntario4_007,voluntario4_008,voluntario4_009,voluntario4_010,voluntario5_001,voluntario5_002,voluntario5_003,voluntario5_004,voluntario5_005,voluntario5_006,voluntario5_007,voluntario5_008,voluntario5_009,voluntario5_010
0.7348,152.9283,141.4572,137.6439,141.678,145.8441,152.532,165.0095,166.1982,191.5432,191.4604,180.8492,175.1977,172.7058,168.8746,169.2919,162.13,159.7353,159.5203,144.7814,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,204.5049,214.9351,188.1493,190.1251,195.8336,176.5805,176.5805,176.5805,228.1518,237.062,242.2702,244.0654,245.8811,251.4081,254.6246,257.4481,258.6902,260.088
0.7682,152.9283,141.4572,137.6439,141.678,145.8441,152.532,165.0095,166.1982,191.5432,191.4604,180.8492,175.1977,172.7058,168.8746,169.5047,162.13,160.4461,159.5203,146.9973,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,204.5049,214.9351,188.1493,190.1251,195.8336,176.5805,176.5805,176.5805,228.1518,237.062,242.2702,244.0654,245.8811,251.4081,254.6246,257.4481,258.6902,260.088
0.8016,152.9283,141.4572,138.8065,141.678,145.8441,152.532,165.0095,166.9226,191.5432,191.6389,180.8492,175.2583,172.7058,168.8746,169.5047,162.5764,160.4461,159.5203,146.9973,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,204.5049,214.9351,188.1493,190.1251,195.8336,176.5805,176.5805,176.5805,228.1445,237.019,242.2702,244.0005,245.8811,252.0258,254.6246,257.4481,258.6902,260.088
0.835,152.9283,141.4572,138.8065,141.678,145.8441,153.1009,165.0095,166.9226,191.5197,191.6389,180.8492,175.2583,172.9789,168.7587,169.5047,162.5764,160.4461,157.7624,146.8272,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,204.5049,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.1445,237.019,242.2702,244.0005,245.9455,252.0258,254.6246,257.4481,258.6902,260.088
0.8684,152.9283,141.4572,138.8065,141.678,145.6966,153.1009,165.0095,166.9226,191.5197,191.6389,181.0107,175.1565,172.9789,168.7587,169.6745,162.5764,160.8591,157.7624,146.8272,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,204.5049,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.1445,237.019,242.2702,244.0005,245.9455,252.0258,254.6246,257.4481,258.6902,260.088
0.9017999999999999,152.9283,141.4572,138.913,141.6158,145.6966,153.1009,165.0095,166.9226,191.5197,190.2102,181.0107,175.1565,172.9789,168.7587,169.6745,163.1148,160.8591,158.1624,146.8272,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,204.5049,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.019,242.9164,244.0005,245.9455,252.1652,254.9809,257.4481,258.6902,260.088
0.9352,147.3168,139.8103,138.913,141.6158,145.6966,152.6361,165.0095,166.9226,191.5197,190.2102,181.0107,175.1565,172.8903,168.417,169.6745,163.1148,160.8591,158.1624,146.9742,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,204.5049,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.019,242.9164,243.2673,246.103,252.1652,254.9809,257.3015,258.6902,260.088
0.9686,147.3168,139.8103,138.913,141.6158,145.2972,152.6361,165.0095,166.9226,191.5197,190.2102,181.0107,174.8887,172.8903,168.417,169.3398,163.1148,160.8591,158.1624,146.9742,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.019,242.8615,243.2673,246.103,252.1652,255.0343,257.3015,258.6902,260.3337
1.002,147.3168,139.8103,138.913,141.6158,145.2972,152.678,165.0095,166.9226,191.5197,190.2102,181.1953,174.8887,172.5515,168.417,169.3398,162.8663,160.9693,158.1624,146.9742,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.019,242.8615,243.2673,246.5544,252.1652,255.0343,257.3015,258.6902,260.3337
1.0353999999999999,147.3168,139.8103,138.913,141.6158,145.2972,152.678,165.0095,166.9519,191.4595,190.265,181.1953,174.8887,172.5515,168.6544,169.3398,162.8663,160.9693,157.6387,146.8072,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.019,242.8615,243.2673,246.5544,251.5142,255.0343,257.3015,258.6902,260.3867
1.0688,147.3168,139.8103,138.913,141.6158,145.2972,152.678,165.0095,166.9519,191.4595,190.265,181.1549,174.4774,172.5515,168.6544,169.499,162.8663,160.8426,157.6387,146.8072,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.019,242.708,243.2673,246.6898,251.5142,255.0343,257.3015,258.6902,260.3867
1.1022,147.3168,139.8103,138.913,141.6158,145.2972,152.3671,165.0095,166.9519,191.4595,190.2368,181.1549,174.4774,172.3552,168.5229,169.499,162.4049,160.8426,157.6387,146.5949,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.019,242.708,243.2673,246.6898,251.5142,255.3156,257.3015,258.6902,260.3867
1.1356,147.3168,139.8196,138.913,141.6158,145.2972,152.3671,165.0095,166.9519,191.6817,190.2368,181.1364,174.4774,172.3552,168.5229,169.499,162.4049,160.8426,157.6084,146.5949,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.019,242.708,243.048,246.6898,251.5142,255.3156,257.3015,258.8442,260.3867
1.169,147.3168,139.8196,138.6624,141.6158,145.2972,152.3671,165.0095,166.9519,191.6817,190.2368,181.1364,174.6809,172.3552,168.5229,169.5574,162.4049,160.8254,157.6084,146.5949,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.2554,242.708,243.048,246.6898,251.5142,255.3156,257.3015,258.8442,260.3867
1.2024,146.5483,139.8196,138.6624,141.6158,145.2972,152.3671,165.0095,166.9519,191.6817,190.0958,181.1364,174.6809,171.9762,168.4922,169.5574,162.5509,160.8254,157.6084,146.5949,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.4538,237.2554,242.708,243.048,246.6898,251.5142,255.3156,257.3015,258.8442,260.3867
1.2358,146.5483,139.8196,138.6624,141.9114,145.2972,152.3671,165.0095,166.9356,191.497,190.0958,180.7681,174.6809,171.9762,168.4922,169.8489,162.5509,160.8254,157.5648,146.4698,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,190.1251,195.2547,176.5805,176.5805,176.5805,228.8473,237.2554,242.6128,243.092,246.6898,251.5301,255.3156,256.9221,258.8442,260.3867
1.2691999999999999,147.115,139.8196,138.7459,141.9114,145.2972,152.3671,165.0095,166.9356,191.497,190.0958,180.7681,174.9018,171.9762,168.4922,169.8489,162.587,160.4335,157.5648,146.4698,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,228.8473,237.2554,242.6128,243.092,246.6898,251.5301,255.3156,256.9221,258.8442,259.7789
1.3026,147.115,140.4038,138.7459,141.9114,145.2972,152.3671,165.0095,166.9356,191.536,190.0958,180.7681,174.9018,172.0861,168.2043,169.8489,162.587,160.4335,157.5648,146.4698,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.5825,192.0796,208.9205,214.9351,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,228.6987,237.4033,242.6128,243.092,246.7948,251.3453,255.3156,256.9221,258.8442,259.7789
1.3359999999999999,147.115,140.4038,138.7459,141.8287,145.2972,152.3671,160.6027,166.9356,191.536,190.318,180.2645,174.9018,172.0861,168.2043,169.8489,162.587,160.4657,157.7401,146.9141,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,192.0796,208.9205,214.9351,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,228.6987,237.4033,242.6128,243.092,246.7948,251.3453,255.3156,256.9221,258.8442,259.7789
1.3694,147.115,140.4038,138.7459,141.8287,145.2972,152.3671,160.6027,166.9356,191.536,190.318,180.2645,174.6881,172.0861,168.2043,169.9393,162.0764,160.4657,157.7401,146.9141,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,192.0796,208.9205,214.9351,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,228.892,237.4524,242.6128,243.092,246.6603,251.3453,255.3156,256.7385,258.8513,259.7789
1.4028,147.115,140.28,138.7459,141.68,145.2972,152.3671,160.6027,166.9356,191.536,190.3256,180.2645,174.6881,172.0861,168.4738,169.9393,162.0764,160.4657,157.7401,146.6554,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,192.0796,208.9205,214.9351,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,228.892,237.4524,242.5654,242.9379,246.6603,251.3453,255.3156,256.7385,258.8513,259.7789
1.4362,147.115,140.28,138.7459,141.68,145.2972,152.3671,160.6027,166.9356,191.4696,190.3256,180.2648,174.6881,172.301,168.4738,169.5396,162.0764,160.4657,157.7401,146.6554,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,192.0796,208.9205,211.0201,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,228.892,237.4524,242.5654,242.9379,246.6603,251.3453,255.3156,256.7385,258.8513,259.7789
1.4696,147.5825,140.28,138.7459,141.68,145.2972,153.2041,160.6027,166.9356,191.4696,190.3256,180.2648,174.9904,172.301,168.4738,169.5396,162.0444,160.9237,157.9084,146.6554,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,192.0796,208.9205,211.0201,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,229.0272,237.3355,242.5654,242.9379,246.6603,251.3453,255.217,256.9305,258.8513,259.7789
1.503,147.5825,140.166,138.7459,141.68,145.2972,153.2041,160.6027,166.9356,191.4682,189.8588,180.2648,174.9904,172.2431,168.7703,169.5396,162.0444,160.9237,157.9084,146.3416,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,192.0796,208.9205,211.0201,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,229.0272,237.3355,242.5654,242.9987,247.0865,251.3453,255.217,256.9305,258.8513,259.7789
1.5364,147.2769,140.166,138.7459,141.68,145.6596,153.2041,159.2784,166.9356,191.4682,189.8588,180.2543,174.9904,172.2431,168.7703,168.9189,162.0444,160.9237,157.9084,146.3416,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,192.0796,208.9205,211.0201,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,229.0272,237.3523,242.4398,242.9987,247.0865,251.3453,255.217,256.9305,258.8513,259.7789
1.5697999999999999,147.2769,140.166,138.7459,141.68,145.6596,153.2041,159.2784,166.9356,191.4682,189.8588,180.2543,175.0269,172.2431,168.7703,168.9189,162.0444,160.4554,157.9084,146.3416,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,192.0796,208.9205,211.0201,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,229.0272,237.3523,242.4398,242.9987,246.8962,251.1806,255.1507,256.9305,258.9859,259.7789
1.6032,147.2769,140.166,138.7459,141.6756,145.6596,153.2041,159.2784,166.9356,191.5287,189.8588,180.2543,175.0269,172.3217,168.5259,168.9189,161.3451,160.4554,158.2271,146.3416,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,193.8775,208.9205,211.0201,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,229.0272,237.3523,242.4398,243.2181,246.8962,251.3959,255.1507,256.9305,258.9859,259.7789
1.6366,147.2769,140.166,138.7459,141.6756,145.6596,153.2041,159.2784,166.9356,191.5287,189.8122,180.6574,174.8169,172.2851,168.5259,168.9189,161.3451,160.4554,158.2271,146.6802,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,193.8775,208.9205,211.0201,188.1493,188.8109,195.2547,176.5805,176.5805,176.5805,229.0272,237.3523,242.4398,243.2181,246.8962,251.3959,255.1507,256.9305,258.9859,259.9814
1.67,147.2769,140.166,138.7459,141.6756,145.6596,153.2041,159.2784,166.9356,191.5287,189.8122,180.6574,174.8169,172.2851,168.5259,168.5653,161.653,160.4554,158.0921,146.6802,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,193.8775,208.9205,211.0201,188.3729,188.8109,195.2547,176.5805,176.5805,176.5805,229.0272,237.3523,242.4287,243.2181,246.8962,251.3959,255.1507,257.1806,258.9859,259.9814
1.7034,147.2769,140.166,140.0222,141.6756,145.8826,153.2041,159.2784,166.9356,191.6232,189.8291,180.6574,174.8169,172.5925,168.1671,168.5653,161.7285,160.374,158.0921,146.7608,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,185.6076,193.8775,208.9205,211.0201,188.3729,188.8109,196.3581,176.5805,176.5805,176.5805,228.7418,237.3523,242.4287,243.0605,246.8962,251.3959,254.7395,257.1806,258.9859,259.9814
