timestamp,voluntario1_003,voluntario1_004,voluntario1_005,voluntario1_006,voluntario1_007,voluntario1_008,voluntario1_009,voluntario1_010,voluntario2_001,voluntario2_002,voluntario2_003,voluntario2_004,voluntario2_005,voluntario2_006,voluntario2_007,voluntario2_008,voluntario2_009,voluntario2_010,voluntario2_011,voluntario3_001,voluntario3_002,voluntario3_003,voluntario3_004,voluntario3_005,voluntario3_006,voluntario3_007,voluntario3_008,voluntario3_009,voluntario3_010,voluntario3_011,voluntario4_001,voluntario4_002,voluntario4_003,voluntario4_004,voluntario4_005,voluntario4_006,voluntario4_007,voluntario4_008,voluntario4_009,voluntario4_010,voluntario5_001,voluntario5_002,voluntario5_003,voluntario5_004,voluntario5_005,voluntario5_006,voluntario5_007,voluntario5_008,voluntario5_009,voluntario5_010
0.0,153.5869,140.6963,137.6439,140.5624,146.858,150.8253,157.6682,163.6071,192.2271,191.4195,181.5089,175.7547,172.9113,166.9649,169.1696,163.203,160.6275,158.952,143.8771,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.3185,237.3994,242.244,243.2977,244.6979,250.7839,255.1609,257.8245,258.3698,260.6633
0.0334,153.2465,140.7868,137.6439,140.5624,146.8547,150.8253,157.6682,163.7964,192.2271,191.4195,181.5089,175.9411,172.9093,167.0868,169.1696,162.7953,160.5641,159.3743,143.8771,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.3185,237.3994,242.244,243.2252,244.8081,250.7839,255.1609,257.9279,258.3698,260.6633
0.0668,153.2465,140.7868,137.6439,140.5624,146.8547,150.8253,157.6682,163.7964,192.4837,191.4195,181.6983,175.9411,172.9093,167.0868,169.1552,162.7953,160.5641,159.3743,143.8771,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2971,237.3994,242.244,243.2252,244.8081,250.7839,255.4669,257.9279,258.424,260.6633
0.1002,153.0471,140.7868,137.6439,140.5624,146.8547,150.8253,157.6682,163.7964,192.4837,191.4195,181.6983,175.9411,172.9093,167.0868,169.1552,162.7953,160.5641,159.3743,143.6545,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2971,237.3994,242.244,243.2252,245.0405,250.8166,255.4669,257.9279,258.424,260.6633
0.1336,153.0471,140.8961,137.6439,140.5624,146.7946,150.8253,157.6682,163.7964,192.5034,191.4195,181.6983,176.0444,173.0544,167.0868,169.1552,162.8865,160.4754,159.6037,143.6545,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2971,237.3994,242.244,243.2252,245.0405,250.8166,255.4669,257.9279,258.424,260.6633
0.16699999999999998,153.0471,140.8961,137.6439,140.5624,146.7946,150.8253,157.6682,163.7964,192.5034,191.4965,181.6609,176.1396,173.0544,166.9956,169.1552,162.8865,160.4754,159.6037,143.6545,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2971,236.9941,242.244,243.2252,245.0405,250.8166,255.4669,257.9279,258.424,260.6633
0.2004,153.0471,140.8961,137.6439,140.5624,146.7946,150.8253,157.6682,163.7964,192.5034,191.4965,181.6609,176.1396,173.0544,166.9956,169.2108,162.8865,160.437,159.6037,144.2105,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2971,236.9941,242.4248,243.3986,245.0405,250.8166,255.3543,257.9279,258.424,260.6633
0.2338,153.0471,141.4572,137.6439,140.5624,146.7946,150.8253,157.6682,163.7964,192.6761,191.5746,181.6609,176.1396,173.0544,167.174,169.2108,162.8865,160.437,159.7084,144.2105,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2971,236.9941,242.4248,243.3986,245.0405,250.8166,255.3543,257.6932,258.424,260.6633
0.2672,153.0471,141.4572,137.6439,140.5624,146.7946,150.8253,157.6682,163.7964,192.6761,191.5746,181.7561,176.0499,172.7565,167.174,169.2762,162.8865,160.437,159.7084,144.2772,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2178,236.9941,242.4248,243.3986,245.0405,250.8166,255.3543,257.6932,258.424,260.6633
0.3006,152.8908,141.4572,137.6439,140.5624,146.7946,150.8253,157.6682,163.7832,192.6761,191.712,181.7561,175.7366,172.7565,167.174,169.2762,162.1281,160.4353,159.7084,144.2772,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2178,236.9941,242.4248,243.3986,245.0405,250.8166,255.3543,257.7189,258.424,260.808
0.33399999999999996,152.8908,141.4572,137.6439,141.9036,146.7946,150.8253,157.6682,163.7832,192.5908,191.712,181.7561,175.7366,172.7565,167.174,169.2762,162.2604,160.4353,159.4734,144.2772,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2178,237.036,242.4248,243.3986,245.482,251.2346,255.3543,257.5239,258.424,260.808
0.3674,152.9055,141.4572,137.6439,141.9036,146.7946,150.8253,157.6682,163.7832,192.5908,191.712,181.7561,175.7366,172.7565,167.174,169.2931,162.2604,160.4353,159.4734,144.6098,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2178,237.036,242.4248,243.3986,245.482,251.2346,255.3543,257.5239,258.659,260.808
0.4008,152.9055,141.4572,137.6439,141.9036,146.7946,150.8253,157.6682,165.3076,192.5908,191.712,181.6239,175.7366,171.2161,167.3997,169.2931,162.7412,159.909,159.4734,144.6098,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.5062,176.5805,176.5805,176.5805,228.2178,237.036,242.4248,243.8344,245.7124,251.4471,255.3543,257.5239,258.659,260.681
0.4342,152.9055,141.4572,137.6439,142.0826,146.7946,150.8253,157.6682,165.3076,192.4996,191.24,181.6239,175.7652,171.3398,167.3997,169.2931,162.7412,159.909,160.541,144.6098,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.8336,176.5805,176.5805,176.5805,228.2178,237.036,242.5505,243.8344,245.7124,251.4471,255.0187,257.5239,258.659,260.681
0.4676,152.9055,141.4572,137.6439,142.0826,146.7946,150.8253,157.6682,165.3076,192.4996,191.24,181.4153,175.7652,171.3398,167.3914,169.5842,162.7412,159.909,160.541,144.6152,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.8336,176.5805,176.5805,176.5805,227.9696,237.1098,242.5505,243.8344,245.7124,251.4471,255.0187,257.4622,258.659,260.681
0.501,152.9055,141.4572,137.6439,142.0768,146.7946,150.8253,157.6682,165.2273,192.4996,191.2063,181.4153,175.9252,171.3398,167.3914,169.5842,162.7412,160.5886,160.541,144.6152,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.8336,176.5805,176.5805,176.5805,227.9696,237.062,242.4684,243.8344,245.7124,251.4471,254.9608,257.4622,258.659,260.681
0.5344,152.9055,141.4572,137.6439,142.0768,146.7946,150.8253,157.6682,165.2273,192.4996,191.2063,181.4153,175.9252,171.3398,167.346,169.5842,162.6564,160.5886,160.541,144.6152,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,187.1007,190.0724,195.8336,176.5805,176.5805,176.5805,227.9696,237.062,242.4684,243.7276,245.79,251.4471,254.9608,257.4622,258.5611,260.681
0.5678,152.9055,141.4572,137.6439,142.0768,146.7946,150.8253,165.0095,165.2273,192.4475,191.2063,181.0935,175.6429,171.5464,167.346,169.3976,162.6564,160.5886,160.3554,144.8678,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,188.1493,190.1251,195.8336,176.5805,176.5805,176.5805,228.1792,237.062,242.4684,243.7276,245.79,251.4471,254.9608,257.4622,258.5611,260.681
0.6012,152.9055,141.4572,137.6439,142.0768,145.622,150.8253,165.0095,165.7397,192.4475,191.2063,181.0935,175.6429,171.5464,167.346,169.3976,162.1735,160.1832,160.3554,144.8678,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,188.1493,190.1251,195.8336,176.5805,176.5805,176.5805,228.1792,237.062,242.4684,244.0654,245.8811,251.4081,254.9608,257.4622,258.5611,260.681
0.6345999999999999,152.9283,141.4572,137.6439,142.0768,145.622,150.8253,165.0095,165.7397,191.5543,191.6337,181.0935,175.6429,171.7484,167.346,169.3976,162.1735,160.1832,160.1763,144.8678,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,188.1493,190.1251,195.8336,176.5805,176.5805,176.5805,228.1518,237.062,242.4684,244.0654,245.8811,251.4081,254.6246,257.4481,258.5611,260.681
0.6679999999999999,152.9283,141.4572,137.6439,142.0768,145.622,152.4036,165.0095,165.7397,191.5543,191.6337,180.9639,175.1977,171.7484,168.6311,169.2919,162.1735,160.1832,160.1763,144.7814,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,188.1493,190.1251,195.8336,176.5805,176.5805,176.5805,228.1518,237.062,242.2702,244.0654,245.8811,251.4081,254.6246,257.4481,258.6902,260.681
0.7014,152.9283,141.4572,137.6439,141.678,145.8441,152.4036,165.0095,166.1982,191.5543,191.6337,180.9639,175.1977,171.7484,168.6311,169.2919,162.13,159.7353,160.1763,144.7814,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,223.1868,187.3637,192.0796,204.5049,214.9351,188.1493,190.1251,195.8336,176.5805,176.5805,176.5805,228.1518,237.062,242.2702,244.0654,245.8811,251.4081,254.6246,257.4481,258.6902,260.681
