1350.015,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.1767578,0.9199219,-0.1777344,-5.8125,9.4375,2.375,117.1769,353.5895,190.0724,154.5648,134.3537,153.6165
1350.049,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.1767578,0.9199219,-0.1777344,-5.8125,9.4375,2.375,117.1769,353.5895,190.0724,154.4368,134.2798,153.6627
1350.082,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.1767578,0.9199219,-0.1777344,-5.8125,9.4375,2.375,117.1769,353.5895,190.0724,154.4368,134.2798,153.6627
1350.115,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.1005859,0.8896484,-0.2822266,-0.375,-22.65625,0.40625,117.1769,353.5895,190.0724,154.5948,134.6545,153.7386
1350.148,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.1005859,0.8896484,-0.2822266,-0.375,-22.65625,0.40625,117.1769,353.5895,190.0724,154.5948,134.6545,153.7386
1350.182,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.1005859,0.8896484,-0.2822266,-0.375,-22.65625,0.40625,117.1769,353.5895,190.0724,154.5948,134.6545,153.7386
1350.215,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.1396484,0.8447266,-0.1357422,0.90625,-19.1875,2.125,117.1769,353.5895,190.0724,155.1447,136.5809,152.9835
1350.249,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.1396484,0.8447266,-0.1357422,0.90625,-19.1875,2.125,117.1769,353.5895,190.0724,155.1447,136.5809,152.9835
1350.282,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.2861328,1.050781,-0.1464844,0.96875,-14.78125,1.03125,117.1769,353.5895,190.0724,155.7835,138.0963,152.2676
1350.315,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.2861328,1.050781,-0.1464844,0.96875,-14.78125,1.03125,117.1769,353.5895,190.0724,155.7835,138.0963,152.2676
1350.349,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.2861328,1.050781,-0.1464844,0.96875,-14.78125,1.03125,117.1769,353.5895,190.0724,155.7835,138.0963,152.2676
1350.382,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.09863281,0.9794922,-0.09179688,1.75,-6.375,-2.15625,117.1769,353.5895,190.0724,155.7835,138.0963,152.2676
1350.415,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.09863281,0.9794922,-0.09179688,1.75,-6.375,-2.15625,117.1769,353.5895,190.0724,156.156,139.1787,152.3342
1350.449,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.09863281,0.9794922,-0.09179688,1.75,-6.375,-2.15625,117.1769,353.5895,190.0724,156.156,139.1787,152.3342
1350.482,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.09863281,0.9794922,-0.09179688,1.75,-6.375,-2.15625,117.1769,353.5895,190.0724,156.156,139.1787,152.3342
1350.516,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.1142578,0.3876953,0.9023438,1.8125,-0.0625,3.46875,-0.1533203,0.8388672,-0.2060547,-0.5625,3.46875,-3.4375,117.1769,353.5895,190.0724,156.1333,139.0653,151.7714
1350.549,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.08886719,0.4091797,0.8857422,0.28125,-0.4375,-1.78125,-0.1533203,0.8388672,-0.2060547,-0.5625,3.46875,-3.4375,117.1769,353.5895,190.0724,156.1333,139.0653,151.7714
1350.582,-0.02734375,0.59375,-0.5751953,1.15625,2.71875,-1.90625,-0.08886719,0.4091797,0.8857422,0.28125,-0.4375,-1.78125,0.05175781,1.038086,-0.2050781,2.90625,49.90625,-4.78125,117.5507,349.9908,190.1251,154.5115,138.1239,153.3155
1350.615,0.03613281,0.7597656,-0.4648438,2.96875,1.09375,-1.40625,-0.08886719,0.4091797,0.8857422,0.28125,-0.4375,-1.78125,0.05175781,1.038086,-0.2050781,2.90625,49.90625,-4.78125,117.5507,349.9908,190.1251,154.5115,138.1239,153.3155
1350.649,0.03613281,0.7597656,-0.4648438,2.96875,1.09375,-1.40625,-0.08886719,0.4091797,0.8857422,0.28125,-0.4375,-1.78125,0.05175781,1.038086,-0.2050781,2.90625,49.90625,-4.78125,117.5507,349.9908,190.1251,154.5115,138.1239,153.3155
1350.682,0.03613281,0.7597656,-0.4648438,2.96875,1.09375,-1.40625,-0.08886719,0.4091797,0.8857422,0.28125,-0.4375,-1.78125,-0.1660156,0.9355469,-0.2998047,-2.8125,12.0625,-2.53125,117.5507,349.9908,190.1251,154.5115,138.1239,153.3155
1350.715,0.03613281,0.7597656,-0.4648438,2.96875,1.09375,-1.40625,-0.08886719,0.4091797,0.8857422,0.28125,-0.4375,-1.78125,-0.1660156,0.9355469,-0.2998047,-2.8125,12.0625,-2.53125,117.5507,349.9908,190.1251,153.4166,134.5262,153.5678
1350.749,0.03613281,0.7597656,-0.4648438,2.96875,1.09375,-1.40625,-0.08886719,0.4091797,0.8857422,0.28125,-0.4375,-1.78125,-0.1660156,0.9355469,-0.2998047,-2.8125,12.0625,-2.53125,117.5507,349.9908,190.1251,153.4166,134.5262,153.5678
1350.782,0.03613281,0.7597656,-0.4648438,2.96875,1.09375,-1.40625,-0.08886719,0.4091797,0.8857422,0.28125,-0.4375,-1.78125,-0.1660156,0.9355469,-0.2998047,-2.8125,12.0625,-2.53125,117.5507,349.9908,190.1251,153.4166,134.5262,153.5678
